,Age,CustTenure,Channel,Occupation,EducationField,Gender,ExistingProdType,Designation,NumberOfPolicy,MaritalStatus,MonthlyIncome,ExistingPolicyTenure,Zone,PaymentMethod,AgentBonus_Per_Policy,SumAssured_Per_Policy
686,10.0,2.0,Agent,Salaried,Graduate,Male,3,Manager,5.0,Divorced,23966,6.0,North,Half Yearly,479.4,66625
687,17.0,17.0,Agent,Salaried,Graduate,Female,3,Executive,4.0,Divorced,17210,5.0,North,Half Yearly,1032.5,175994
688,5.0,8.0,Third Party Partner,Small Business,Under Graduate,Female,3,Manager,3.0,Divorced,19539,1.0,West,Half Yearly,911.6666666666666,178716
689,8.0,8.0,Agent,Salaried,Graduate,Male,5,Executive,3.0,Married,17741,1.0,West,Yearly,650.6666666666666,79361
690,9.0,11.0,Agent,Salaried,Graduate,Male,3,Manager,3.0,Married,18491,11.0,West,Half Yearly,1479.3333333333333,177513
691,3.0,3.0,Agent,Salaried,Post Graduate,Male,3,Manager,2.0,Single,19541,4.0,West,Half Yearly,1270.0,163851
692,5.0,5.0,Agent,Small Business,Diploma,Male,1,Executive,2.0,Unmarried,17678,3.0,West,Monthly,1149.0,196491
693,17.0,15.0,Agent,Large Business,Engineer,Male,3,Manager,2.0,Married,22379,1.0,West,Half Yearly,1454.5,285108
694,2.0,11.0,Online,Small Business,Under Graduate,Male,1,Manager,5.0,Divorced,21272,1.0,North,Monthly,425.4,42544
695,9.0,14.0,Agent,Small Business,Diploma,Male,1,Manager,2.0,Married,20220,6.0,West,Monthly,2325.5,437156
696,6.0,6.0,Third Party Partner,Salaried,Post Graduate,Female,4,Executive,4.0,Divorced,17743,1.0,North,Yearly,798.5,102199
697,7.0,4.0,Third Party Partner,Salaried,Graduate,Female,3,Manager,3.0,Single,19998,3.0,West,Half Yearly,733.3333333333334,101190
698,3.0,15.0,Agent,Large Business,Engineer,Female,5,Senior Manager,5.0,Married,25252,3.0,North,Yearly,606.0,117573
699,4.0,19.0,Agent,Small Business,Under Graduate,Male,3,Executive,2.0,Divorced,17781,2.0,West,Half Yearly,1867.0,336061
700,3.0,12.0,Agent,Large Business,Engineer,Female,4,Manager,4.0,Married,21852,6.0,West,Yearly,764.75,103250
701,25.0,8.0,Agent,Salaried,Graduate,Male,3,Manager,2.0,Single,19950,2.0,West,Half Yearly,2095.0,226233
702,10.0,4.0,Agent,Small Business,Under Graduate,Male,3,Executive,4.0,Divorced,18579,2.0,North,Half Yearly,511.0,64376
703,8.0,24.0,Third Party Partner,Small Business,Under Graduate,Female,3,Senior Manager,5.0,Divorced,28191,2.0,West,Half Yearly,789.4,101825
704,20.0,12.0,Online,Small Business,Diploma,Female,4,Senior Manager,2.0,Divorced,25377,2.0,North,Yearly,2030.0,203016
705,13.0,11.0,Agent,Salaried,Graduate,Male,3,Executive,5.0,Divorced,17235,6.0,West,Half Yearly,448.2,89622
706,6.0,17.0,Third Party Partner,Salaried,Graduate,Female,3,Senior Manager,3.0,Married,25502,2.0,West,Half Yearly,1870.0,366548
707,14.0,7.0,Agent,Salaried,Graduate,Female,1,Executive,2.0,Divorced,17011,4.0,North,Monthly,1191.0,175994
708,9.0,9.0,Online,Small Business,Under Graduate,Female,4,Executive,4.0,Unmarried,16859,2.0,North,Yearly,590.0,172111
709,4.0,6.0,Agent,Salaried,Graduate,Female,3,Executive,2.0,Married,18760,2.0,North,Half Yearly,938.0,98490
710,21.0,13.0,Agent,Salaried,Graduate,Male,3,AVP,4.0,Divorced,32779,13.0,West,Half Yearly,1065.25,272589
711,19.0,29.0,Agent,Small Business,Under Graduate,Male,3,Manager,5.0,Divorced,21833,6.0,North,Half Yearly,960.6,113357
712,6.0,9.0,Agent,Small Business,Under Graduate,Female,4,Manager,5.0,Single,21812,4.0,North,Yearly,610.8,83670
713,19.0,13.0,Agent,Salaried,Graduate,Female,4,Manager,2.0,Single,20171,1.0,West,Yearly,1613.5,174277
714,24.0,32.0,Agent,Salaried,Graduate,Male,5,VP,2.0,Divorced,34740,32.0,North,Yearly,3995.0,727108
715,30.0,15.0,Agent,Small Business,Under Graduate,Male,4,VP,3.0,Divorced,33711,15.0,West,Yearly,2472.0,252158
716,11.0,4.0,Third Party Partner,Large Business,Engineer,Male,3,Executive,4.0,Divorced,18692,2.0,West,Half Yearly,887.75,121638
717,23.0,23.0,Agent,Large Business,Engineer,Male,1,Executive,4.0,Unmarried,17559,1.0,North,Monthly,965.75,144861
718,4.0,4.0,Agent,Salaried,Graduate,Male,3,Executive,3.0,Married,17517,2.0,North,Half Yearly,1226.3333333333333,202321
719,15.0,18.0,Agent,Salaried,Graduate,Male,3,Manager,2.0,Married,21623,2.0,West,Half Yearly,1513.5,239150
720,17.0,6.0,Agent,Salaried,Graduate,Male,4,VP,2.0,Single,33265,6.0,North,Yearly,2827.5,302545
721,25.0,5.0,Agent,Salaried,Graduate,Female,4,AVP,2.0,Married,24852,10.0,West,Yearly,2490.0,478064
722,17.0,17.0,Agent,Large Business,Engineer,Female,1,Executive,3.0,Divorced,17585,2.0,West,Monthly,938.0,105041
723,15.0,18.0,Agent,Small Business,Diploma,Male,3,VP,4.0,Divorced,33213,18.0,West,Half Yearly,913.25,176278
724,19.0,14.0,Agent,Small Business,Diploma,Male,1,Senior Manager,3.0,Married,23380,3.0,West,Monthly,1558.6666666666667,188598
725,7.0,4.0,Agent,Salaried,Graduate,Female,1,Executive,2.0,Single,17994,4.0,West,Monthly,1709.5,232482
726,2.0,6.0,Agent,Salaried,Graduate,Male,3,Executive,3.0,Divorced,16223,3.0,West,Half Yearly,703.0,132866
727,2.0,11.0,Third Party Partner,Salaried,Graduate,Male,5,Executive,2.0,Single,16118,1.0,North,Yearly,886.5,136519
728,8.0,1.0,Agent,Salaried,Graduate,Male,3,Executive,2.0,Unmarried,17875,1.0,West,Half Yearly,983.0,191709
729,20.0,20.0,Agent,Small Business,Diploma,Female,5,VP,4.0,Single,33824,20.0,North,Yearly,1691.25,226620
730,5.0,21.0,Online,Small Business,Under Graduate,Male,4,AVP,4.0,Married,28577,3.0,West,Yearly,1286.0,205754
731,4.0,4.0,Third Party Partner,Salaried,Graduate,Female,4,Executive,3.0,Unmarried,17625,1.0,West,Yearly,1175.0,151575
732,4.0,19.0,Agent,Small Business,Diploma,Female,4,VP,4.0,Divorced,33789,19.0,West,Yearly,929.25,111503
733,15.0,5.0,Agent,Small Business,Diploma,Female,3,Manager,5.0,Single,19538,4.0,West,Half Yearly,508.0,88898
734,4.0,13.0,Third Party Partner,Salaried,Graduate,Male,3,VP,4.0,Married,34847,13.0,West,Half Yearly,1045.5,173538
735,8.0,14.0,Agent,Small Business,Under Graduate,Male,3,Senior Manager,2.0,Single,25512,6.0,North,Half Yearly,1403.0,197845
736,8.0,10.0,Third Party Partner,Small Business,Under Graduate,Female,3,Manager,4.0,Married,19444,3.0,West,Half Yearly,632.0,89102
737,8.0,4.0,Third Party Partner,Small Business,Under Graduate,Male,3,Executive,3.0,Unmarried,17154,4.0,West,Half Yearly,629.0,175994
738,19.0,8.0,Agent,Salaried,Graduate,Male,1,VP,5.0,Married,34190,8.0,North,Monthly,752.2,100792
739,9.0,3.0,Third Party Partner,Salaried,Graduate,Male,4,Manager,4.0,Divorced,19490,1.0,West,Yearly,779.5,154360
740,14.0,1.0,Agent,Salaried,Graduate,Male,3,Executive,3.0,Divorced,18506,1.0,North,Half Yearly,1542.3333333333333,169638
741,18.0,18.0,Agent,Small Business,Under Graduate,Female,1,Manager,4.0,Divorced,17372,6.0,North,Monthly,738.25,144708
742,4.0,24.0,Agent,Small Business,Diploma,Female,4,Senior Manager,2.0,Single,25231,10.0,West,Yearly,2018.5,284605
743,7.0,22.0,Agent,Salaried,Graduate,Female,3,Manager,4.0,Single,20410,2.0,West,Half Yearly,918.5,180934
744,5.0,10.0,Agent,Small Business,Under Graduate,Female,3,Senior Manager,2.0,Divorced,22978,4.0,North,Half Yearly,2412.5,357078
745,18.0,18.0,Third Party Partner,Salaried,Graduate,Male,4,Executive,2.0,Divorced,18867,1.0,West,Yearly,2264.0,251308
746,9.0,1.0,Third Party Partner,Small Business,Under Graduate,Female,4,Executive,3.0,Unmarried,17838,1.0,West,Yearly,773.0,92757
747,27.0,27.0,Online,Small Business,Under Graduate,Female,3,Manager,3.0,Single,19695,1.0,North,Half Yearly,1510.0,232532
748,2.0,1.0,Agent,Large Business,Engineer,Female,3,Executive,3.0,Married,18339,1.0,West,Half Yearly,794.6666666666666,146223
749,10.0,7.0,Agent,Large Business,Engineer,Male,3,Executive,5.0,Unmarried,17080,6.0,West,Half Yearly,683.2,175994
750,4.0,8.0,Agent,Small Business,Under Graduate,Female,3,Executive,4.0,Unmarried,17096,4.0,West,Half Yearly,513.0,175994
751,15.0,13.0,Agent,Small Business,Under Graduate,Male,1,Manager,2.0,Divorced,21209,2.0,West,Monthly,1272.5,170520
752,8.0,38.0,Third Party Partner,Small Business,Under Graduate,Female,3,VP,4.0,Single,33061,38.0,West,Half Yearly,1901.0,192001
753,6.0,26.0,Agent,Small Business,Under Graduate,Female,4,AVP,4.0,Married,23071,2.0,North,Yearly,1606.25,298744
754,19.0,19.0,Agent,Salaried,Graduate,Male,3,Executive,3.0,Married,17372,5.0,West,Half Yearly,1042.3333333333333,111528
755,10.0,14.0,Agent,Salaried,Graduate,Male,3,Manager,3.0,Divorced,19883,9.0,North,Half Yearly,1590.6666666666667,259274
756,8.0,11.0,Agent,Small Business,Under Graduate,Male,3,Executive,5.0,Single,18904,1.0,North,Half Yearly,378.0,45369
757,6.0,13.0,Agent,Large Business,Engineer,Female,4,Manager,2.0,Divorced,19627,3.0,West,Yearly,1570.0,306181
758,8.0,15.0,Agent,Large Business,Engineer,Female,3,Senior Manager,3.0,Divorced,22094,2.0,North,Half Yearly,1252.0,181539
759,12.0,2.0,Agent,Salaried,Graduate,Female,3,Executive,5.0,Single,18423,2.0,West,Half Yearly,479.0,57479
760,5.0,33.0,Online,Salaried,Graduate,Female,5,Manager,2.0,Divorced,21674,4.0,West,Yearly,2709.5,493083
761,4.0,17.0,Agent,Salaried,Graduate,Female,3,AVP,5.0,Divorced,22018,3.0,West,Half Yearly,828.8,134278
762,8.0,25.0,Agent,Small Business,Diploma,Male,4,Senior Manager,4.0,Single,24094,2.0,West,Yearly,1024.0,132095
763,16.0,13.0,Agent,Salaried,Graduate,Male,3,Senior Manager,4.0,Single,23446,4.0,North,Half Yearly,820.5,146889
764,17.0,21.0,Agent,Small Business,Under Graduate,Female,3,Senior Manager,5.0,Divorced,26916,3.0,North,Half Yearly,699.8,126666
765,2.0,8.0,Agent,Salaried,Graduate,Male,3,Manager,3.0,Single,19534,2.0,West,Half Yearly,651.0,113297
766,19.0,9.0,Online,Salaried,Graduate,Female,3,Senior Manager,3.0,Married,24852,7.0,West,Half Yearly,1574.0,201467
767,20.0,10.0,Online,Small Business,Under Graduate,Male,5,Manager,4.0,Single,21151,2.0,West,Yearly,1269.0,138327
768,20.0,20.0,Third Party Partner,Salaried,Graduate,Female,3,Executive,4.0,Unmarried,17302,2.0,West,Half Yearly,821.75,119989
769,13.0,13.0,Agent,Salaried,Graduate,Male,3,Executive,5.0,Divorced,17362,2.0,West,Half Yearly,833.4,124173
770,41.0,41.0,Online,Salaried,Graduate,Male,3,AVP,3.0,Divorced,32861,41.0,West,Half Yearly,2738.3333333333335,345040
771,29.0,6.0,Agent,Small Business,Under Graduate,Female,5,VP,3.0,Divorced,34187,6.0,West,Yearly,1937.3333333333333,273154
772,52.0,52.0,Agent,Salaried,Graduate,Male,3,VP,4.0,Single,34717,52.0,West,Half Yearly,2169.75,295094
773,11.0,4.0,Online,Salaried,Graduate,Male,3,Executive,3.0,Married,18544,6.0,North,Half Yearly,1236.3333333333333,138462
774,19.0,24.0,Agent,Salaried,Graduate,Male,3,Senior Manager,2.0,Married,23500,4.0,West,Half Yearly,2350.0,406550
775,6.0,13.0,Agent,Salaried,Graduate,Male,3,Manager,2.0,Single,19661,6.0,North,Half Yearly,1573.0,278400
776,12.0,8.0,Third Party Partner,Small Business,Diploma,Female,3,Manager,5.0,Married,19103,6.0,North,Half Yearly,802.4,109116
777,21.0,17.0,Third Party Partner,Salaried,Graduate,Male,3,Manager,3.0,Single,19249,3.0,West,Half Yearly,1411.6666666666667,234324
778,26.0,26.0,Agent,Salaried,Graduate,Male,3,AVP,4.0,Married,24084,5.0,West,Half Yearly,1596.5,250639
779,23.0,23.0,Agent,Salaried,Graduate,Female,3,Manager,5.0,Married,21893,1.0,West,Half Yearly,919.6,174706
780,4.0,4.0,Agent,Small Business,Under Graduate,Female,3,Manager,5.0,Single,21125,1.0,North,Half Yearly,760.6,111793
781,14.0,23.0,Agent,Small Business,Under Graduate,Male,3,Executive,2.0,Divorced,18669,3.0,North,Half Yearly,2333.5,352377
782,29.0,29.0,Agent,Small Business,Under Graduate,Female,4,Senior Manager,5.0,Divorced,25008,2.0,West,Yearly,950.4,187209
783,8.0,8.0,Agent,Salaried,Graduate,Male,3,Executive,4.0,Divorced,17387,2.0,West,Half Yearly,478.25,67418
784,3.0,13.0,Third Party Partner,Small Business,Diploma,Female,1,Manager,5.0,Divorced,19639,4.0,West,Monthly,628.4,89868
785,13.0,5.0,Agent,Salaried,Graduate,Male,3,Senior Manager,2.0,Single,22898,6.0,West,Half Yearly,1259.5,185130
786,11.0,11.0,Agent,Small Business,Under Graduate,Female,1,Executive,2.0,Divorced,17534,5.0,North,Monthly,1315.0,222243
787,8.0,17.0,Agent,Large Business,Engineer,Female,4,AVP,4.0,Single,28142,4.0,West,Yearly,1055.25,145634
788,12.0,10.0,Online,Salaried,Graduate,Female,3,Executive,2.0,Single,16611,1.0,North,Half Yearly,996.5,174989
789,11.0,9.0,Agent,Small Business,Under Graduate,Female,4,Manager,2.0,Divorced,20363,3.0,West,Yearly,1120.0,201593
790,9.0,14.0,Third Party Partner,Salaried,Graduate,Male,5,Manager,2.0,Single,20071,8.0,West,Yearly,2308.0,403929
791,22.0,16.0,Agent,Small Business,Diploma,Male,1,AVP,3.0,Single,28695,1.0,West,Monthly,1817.3333333333333,214447
792,27.0,5.0,Agent,Salaried,Graduate,Male,3,AVP,4.0,Divorced,28402,7.0,North,Half Yearly,1136.0,153370
793,7.0,10.0,Online,Large Business,Engineer,Female,4,Executive,3.0,Married,17029,1.0,North,Yearly,1135.3333333333333,175994
794,18.0,22.0,Agent,Small Business,Under Graduate,Female,1,Manager,3.0,Married,21377,3.0,West,Monthly,1496.3333333333333,227451
795,16.0,8.0,Agent,Small Business,Under Graduate,Male,3,Manager,3.0,Divorced,20429,5.0,West,Half Yearly,1294.0,199251
796,7.0,2.0,Third Party Partner,Salaried,Graduate,Female,4,Executive,2.0,Unmarried,17785,2.0,West,Yearly,1156.0,202304
797,6.0,19.0,Third Party Partner,Small Business,Diploma,Female,3,Manager,3.0,Divorced,19614,3.0,North,Half Yearly,1046.0,151681
798,15.0,15.0,Third Party Partner,Salaried,Graduate,Male,1,Executive,3.0,Married,17610,4.0,West,Monthly,998.0,130725
799,4.0,21.0,Agent,Large Business,Engineer,Female,3,Manager,2.0,Single,21687,10.0,North,Half Yearly,2060.5,397631
800,6.0,9.0,Agent,Salaried,Graduate,Male,4,Manager,5.0,Divorced,19724,3.0,West,Yearly,631.2,114872
801,28.0,5.0,Agent,Small Business,Under Graduate,Male,3,Manager,3.0,Divorced,21179,3.0,North,Half Yearly,1553.0,177056
802,3.0,3.0,Agent,Salaried,Graduate,Male,4,Manager,2.0,Divorced,21120,1.0,West,Yearly,1373.0,192192
803,7.0,20.0,Third Party Partner,Small Business,Diploma,Male,3,Senior Manager,4.0,Divorced,25596,4.0,West,Half Yearly,831.75,165542
804,5.0,15.0,Third Party Partner,Salaried,Graduate,Female,3,Manager,2.0,Married,20467,1.0,North,Half Yearly,1228.0,149818
805,4.0,8.0,Agent,Salaried,Graduate,Male,3,Executive,3.0,Divorced,17996,8.0,West,Half Yearly,1379.6666666666667,147627
806,11.0,16.0,Third Party Partner,Salaried,Graduate,Male,3,Manager,2.0,Divorced,24998,1.0,North,Half Yearly,1375.0,199359
807,6.0,15.0,Agent,Small Business,Diploma,Male,3,Manager,4.0,Divorced,19078,1.0,West,Half Yearly,763.0,89285
808,32.0,26.0,Online,Salaried,Graduate,Male,3,Senior Manager,3.0,Divorced,25920,8.0,North,Half Yearly,2160.0,408240
809,13.0,15.0,Agent,Salaried,Graduate,Male,1,Manager,3.0,Divorced,21232,4.0,North,Monthly,849.3333333333334,135035
810,15.0,20.0,Third Party Partner,Small Business,Under Graduate,Female,1,AVP,3.0,Divorced,28247,8.0,West,Monthly,1694.6666666666667,269476
811,11.0,7.0,Agent,Small Business,Under Graduate,Female,4,Manager,3.0,Single,19081,1.0,North,Yearly,1208.3333333333333,171601
812,17.0,3.0,Agent,Small Business,Diploma,Female,4,Manager,2.0,Divorced,20769,5.0,North,Yearly,1661.5,184428
813,5.0,5.0,Agent,Salaried,Graduate,Female,3,Executive,3.0,Unmarried,17394,3.0,West,Half Yearly,579.6666666666666,62618
814,6.0,4.0,Agent,Small Business,Under Graduate,Male,4,Executive,2.0,Single,18904,1.0,West,Yearly,1039.5,116448
815,8.0,24.0,Agent,Salaried,MBA,Female,3,AVP,5.0,Divorced,24016,5.0,West,Half Yearly,1590.0,219413
816,4.0,2.0,Agent,Salaried,Post Graduate,Female,3,Executive,5.0,Divorced,17950,2.0,West,Half Yearly,789.8,135845
817,3.0,13.0,Agent,Small Business,Under Graduate,Female,3,Executive,3.0,Single,18629,4.0,North,Half Yearly,869.3333333333334,151267
818,3.0,16.0,Third Party Partner,Salaried,Graduate,Male,3,Senior Manager,2.0,Single,24362,2.0,West,Half Yearly,1583.5,283452
819,3.0,5.0,Agent,Large Business,Engineer,Male,3,Executive,2.0,Divorced,18229,5.0,West,Half Yearly,1640.5,251013
820,27.0,27.0,Agent,Salaried,Post Graduate,Male,1,Executive,5.0,Single,18578,2.0,North,Monthly,891.8,140895
821,17.0,21.0,Agent,Salaried,Post Graduate,Male,4,Senior Manager,5.0,Single,22988,3.0,West,Yearly,827.6,88549
822,12.0,20.0,Third Party Partner,Salaried,Graduate,Male,4,Manager,5.0,Single,19284,6.0,North,Yearly,810.0,114199
823,12.0,10.0,Third Party Partner,Salaried,Post Graduate,Female,3,Senior Manager,2.0,Single,22553,3.0,West,Half Yearly,1240.5,199707
824,36.0,36.0,Agent,Small Business,Under Graduate,Female,3,AVP,4.0,Single,32328,36.0,West,Half Yearly,1778.0,272589
825,9.0,5.0,Agent,Small Business,Under Graduate,Female,3,VP,5.0,Divorced,34701,5.0,North,Half Yearly,902.2,168716
826,28.0,34.0,Agent,Small Business,Under Graduate,Male,1,AVP,2.0,Married,22752,17.0,West,Monthly,2824.5,426505
827,12.0,6.0,Agent,Small Business,Diploma,Female,3,Manager,4.0,Single,24278,4.0,West,Half Yearly,1517.5,259471
828,10.0,4.0,Third Party Partner,Salaried,Graduate,Female,5,Executive,3.0,Single,16359,2.0,West,Yearly,654.3333333333334,80486
829,26.0,26.0,Agent,Small Business,Diploma,Female,3,Manager,5.0,Married,19779,2.0,North,Half Yearly,870.2,90508
830,5.0,30.0,Agent,Salaried,Graduate,Female,3,AVP,4.0,Single,22974,10.0,North,Half Yearly,1257.0,143284
831,9.0,2.0,Third Party Partner,Salaried,Post Graduate,Male,3,Executive,5.0,Married,17996,2.0,North,Half Yearly,899.8,99877
832,24.0,24.0,Agent,Salaried,Graduate,Female,4,Executive,4.0,Single,16261,5.0,West,Yearly,1016.25,165659
833,21.0,21.0,Agent,Salaried,Graduate,Male,3,Executive,5.0,Divorced,17099,2.0,North,Half Yearly,855.0,175994
834,26.0,13.0,Agent,Salaried,Graduate,Male,4,Manager,2.0,Single,20810,7.0,West,Yearly,2185.0,367088
835,7.0,19.0,Agent,Small Business,Diploma,Female,4,Manager,5.0,Divorced,20647,1.0,North,Yearly,743.2,75072
836,14.0,4.0,Agent,Large Business,Engineer,Male,3,Executive,2.0,Divorced,18420,4.0,North,Half Yearly,1381.5,236236
837,21.0,21.0,Agent,Salaried,Graduate,Male,4,Executive,5.0,Divorced,19400,7.0,North,Yearly,698.4,111045
838,9.0,2.0,Online,Large Business,Engineer,Male,1,Executive,3.0,Single,18500,2.0,West,Monthly,1541.6666666666667,198875
839,11.0,7.0,Agent,Salaried,Graduate,Female,3,Executive,5.0,Divorced,17066,2.0,West,Half Yearly,716.8,175994
840,22.0,33.0,Agent,Small Business,Under Graduate,Female,3,AVP,3.0,Divorced,23649,3.0,West,Half Yearly,1823.0,300780
841,5.0,16.0,Agent,Small Business,Under Graduate,Female,3,Manager,3.0,Divorced,19162,2.0,West,Half Yearly,894.3333333333334,175268
842,5.0,16.0,Agent,Small Business,Diploma,Male,3,Manager,2.0,Divorced,24204,3.0,North,Half Yearly,1331.0,145103
843,27.0,2.0,Agent,Salaried,Graduate,Female,4,Executive,4.0,Divorced,18294,2.0,West,Yearly,1143.5,216098
844,21.0,3.0,Agent,Small Business,Under Graduate,Male,1,Executive,3.0,Divorced,17127,7.0,West,Monthly,1141.6666666666667,175994
845,17.0,9.0,Online,Salaried,Post Graduate,Male,3,Manager,3.0,Married,18975,1.0,West,Half Yearly,948.6666666666666,167928
846,17.0,3.0,Agent,Salaried,Graduate,Male,3,Senior Manager,2.0,Married,25793,1.0,West,Half Yearly,1418.5,239746
847,15.0,6.0,Agent,Small Business,Diploma,Male,3,Senior Manager,1.0,Married,25096,3.0,West,Half Yearly,3012.0,322233
848,2.0,8.0,Online,Salaried,Graduate,Female,4,Executive,5.0,Single,18646,3.0,West,Yearly,410.2,42662
849,12.0,2.0,Third Party Partner,Salaried,Graduate,Female,1,Senior Manager,4.0,Single,22446,6.0,North,Monthly,617.25,82096
850,21.0,21.0,Agent,Small Business,Under Graduate,Male,5,Senior Manager,5.0,Married,25851,10.0,North,Yearly,827.2,145592
851,14.0,3.0,Agent,Small Business,Under Graduate,Female,1,Executive,4.0,Unmarried,17109,1.0,North,Monthly,855.5,175994
852,9.0,9.0,Third Party Partner,Salaried,Graduate,Male,3,Executive,1.0,Divorced,18722,7.0,North,Half Yearly,4493.0,781831
853,26.0,5.0,Agent,Large Business,Engineer,Male,3,Senior Manager,1.0,Divorced,24380,8.0,West,Half Yearly,5120.0,962522
854,17.0,13.0,Agent,Small Business,Diploma,Male,3,Manager,5.0,Married,20486,8.0,North,Half Yearly,860.4,111853
855,13.0,13.0,Agent,Large Business,Engineer,Female,3,Executive,3.0,Divorced,17742,10.0,West,Half Yearly,1064.6666666666667,113903
856,12.0,6.0,Online,Small Business,Under Graduate,Male,4,Senior Manager,4.0,Married,28757,9.0,West,Yearly,719.0,109995
857,3.0,5.0,Agent,Small Business,Under Graduate,Male,3,Manager,5.0,Single,23463,4.0,West,Half Yearly,516.2,59361
858,7.0,1.0,Online,Salaried,Graduate,Male,4,Executive,3.0,Single,18162,1.0,West,Yearly,605.3333333333334,84150
859,21.0,14.0,Agent,Small Business,Under Graduate,Male,1,AVP,4.0,Single,26434,1.0,West,Monthly,1738.0,288489
860,17.0,17.0,Agent,Large Business,Engineer,Male,3,Manager,3.0,Divorced,21651,8.0,North,Half Yearly,1443.3333333333333,173208
861,16.0,16.0,Agent,Small Business,Under Graduate,Male,3,Executive,3.0,Married,17345,3.0,North,Half Yearly,1098.6666666666667,173565
862,21.0,3.0,Agent,Salaried,Graduate,Male,3,Executive,4.0,Single,18420,3.0,West,Half Yearly,875.0,158366
863,17.0,6.0,Third Party Partner,Small Business,Under Graduate,Male,3,Manager,5.0,Divorced,19373,3.0,West,Half Yearly,581.2,83691
864,9.0,6.0,Agent,Salaried,Post Graduate,Male,5,Manager,5.0,Single,19759,1.0,West,Yearly,632.2,64493
865,16.0,10.0,Agent,Salaried,Graduate,Male,3,Manager,3.0,Divorced,20301,8.0,North,Half Yearly,1082.6666666666667,138588
866,7.0,14.0,Third Party Partner,Small Business,Under Graduate,Female,3,Executive,1.0,Single,18673,4.0,North,Half Yearly,3548.0,695383
